approachs50:ww=
d2mach1:ww=BionicBold,RobotoCondensedBold,RobotoCondensedRegular,NotoSansSCMedium,KosugiRegular,NanumGothicRegular,PridiRegularGarmin,SakkalMajallaBold,SakkalMajallaRoman,Swiss721Bold,Swiss721Regular,ExoSemiBold
d2mach1:apac_chn=BionicBold,RobotoCondensedBold,RobotoCondensedRegular,NotoSansSCMedium,KosugiRegular,NanumGothicRegular,PridiRegularGarmin,SakkalMajallaBold,SakkalMajallaRoman,Swiss721Bold,Swiss721Regular,ExoSemiBold
d2mach1:apac_twn=BionicBold,RobotoCondensedBold,RobotoCondensedRegular,NotoSansSCMedium,KosugiRegular,NanumGothicRegular,PridiRegularGarmin,SakkalMajallaBold,SakkalMajallaRoman,Swiss721Bold,Swiss721Regular,ExoSemiBold
d2mach1:apac_jpn=BionicBold,RobotoCondensedBold,RobotoCondensedRegular,NotoSansSCMedium,KosugiRegular,NanumGothicRegular,PridiRegularGarmin,SakkalMajallaBold,SakkalMajallaRoman,Swiss721Bold,Swiss721Regular,ExoSemiBold
d2mach1:apac_kor=BionicBold,RobotoCondensedBold,RobotoCondensedRegular,NotoSansSCMedium,KosugiRegular,NanumGothicRegular,PridiRegularGarmin,SakkalMajallaBold,SakkalMajallaRoman,Swiss721Bold,Swiss721Regular,ExoSemiBold
d2mach1:apac_tha=BionicBold,RobotoCondensedBold,RobotoCondensedRegular,NotoSansSCMedium,KosugiRegular,NanumGothicRegular,PridiRegularGarmin,SakkalMajallaBold,SakkalMajallaRoman,Swiss721Bold,Swiss721Regular,ExoSemiBold
d2mach1:apac_vie=BionicBold,RobotoCondensedBold,RobotoCondensedRegular,NotoSansSCMedium,KosugiRegular,NanumGothicRegular,PridiRegularGarmin,SakkalMajallaBold,SakkalMajallaRoman,Swiss721Bold,Swiss721Regular,ExoSemiBold
d2mach2:ww=RobotoRegular,RobotoItalic,RobotoMedium,BionicMedium,RobotoCondensedBold,RobotoCondensedRegular,NotoNaskhArabicRegular,NotoNaskhArabicBold,NotoSansHebrewRegular,NotoSansHebrewBold,NotoSansArmenianRegular,NotoSansArmenianBold,BionicBold,NotoSansSCMedium,KosugiRegular,NanumGothicBold,PridiRegular
d2mach2:apac_twcn=RobotoRegular,RobotoItalic,RobotoMedium,BionicMedium,RobotoCondensedBold,RobotoCondensedRegular,NotoNaskhArabicRegular,NotoNaskhArabicBold,NotoSansHebrewRegular,NotoSansHebrewBold,NotoSansArmenianRegular,NotoSansArmenianBold,BionicBold,NotoSansSCMedium,KosugiRegular,NanumGothicBold,PridiRegular
d2mach2:apac_jpn=RobotoRegular,RobotoItalic,RobotoMedium,BionicMedium,RobotoCondensedBold,RobotoCondensedRegular,NotoNaskhArabicRegular,NotoNaskhArabicBold,NotoSansHebrewRegular,NotoSansHebrewBold,NotoSansArmenianRegular,NotoSansArmenianBold,BionicBold,NotoSansSCMedium,KosugiRegular,NanumGothicBold,PridiRegular
d2mach2:apac_kor=RobotoRegular,RobotoItalic,RobotoMedium,BionicMedium,RobotoCondensedBold,RobotoCondensedRegular,NotoNaskhArabicRegular,NotoNaskhArabicBold,NotoSansHebrewRegular,NotoSansHebrewBold,NotoSansArmenianRegular,NotoSansArmenianBold,BionicBold,NotoSansSCMedium,KosugiRegular,NanumGothicBold,PridiRegular
d2mach2:apac_tha=RobotoRegular,RobotoItalic,RobotoMedium,BionicMedium,RobotoCondensedBold,RobotoCondensedRegular,NotoNaskhArabicRegular,NotoNaskhArabicBold,NotoSansHebrewRegular,NotoSansHebrewBold,NotoSansArmenianRegular,NotoSansArmenianBold,BionicBold,NotoSansSCMedium,KosugiRegular,NanumGothicBold,PridiRegular
d2mach2:apac_vie=RobotoRegular,RobotoItalic,RobotoMedium,BionicMedium,RobotoCondensedBold,RobotoCondensedRegular,NotoNaskhArabicRegular,NotoNaskhArabicBold,NotoSansHebrewRegular,NotoSansHebrewBold,NotoSansArmenianRegular,NotoSansArmenianBold,BionicBold,NotoSansSCMedium,KosugiRegular,NanumGothicBold,PridiRegular
descentg1:ww=
descentg1:apac_chn=
descentg1:apac_twn=
descentg1:apac_jpn=
descentg1:apac_kor=
descentg1:apac_vie=
descentg1:apac_tha=
descentg2:ww=BionicBold,RobotoCondensedBold,RobotoCondensedRegular,NotoSansSCMedium,KosugiRegular,NanumGothicRegular,PridiRegularGarmin,SakkalMajallaBold,SakkalMajallaRoman,Swiss721Bold,Swiss721Regular
descentg2:apac_twcn=BionicBold,RobotoCondensedBold,RobotoCondensedRegular,NotoSansSCMedium,KosugiRegular,NanumGothicRegular,PridiRegularGarmin,SakkalMajallaBold,SakkalMajallaRoman,Swiss721Bold,Swiss721Regular
descentg2:apac_jpn=BionicBold,RobotoCondensedBold,RobotoCondensedRegular,NotoSansSCMedium,KosugiRegular,NanumGothicRegular,PridiRegularGarmin,SakkalMajallaBold,SakkalMajallaRoman,Swiss721Bold,Swiss721Regular
descentg2:apac_kor=BionicBold,RobotoCondensedBold,RobotoCondensedRegular,NotoSansSCMedium,KosugiRegular,NanumGothicRegular,PridiRegularGarmin,SakkalMajallaBold,SakkalMajallaRoman,Swiss721Bold,Swiss721Regular
descentg2:apac_tha=BionicBold,RobotoCondensedBold,RobotoCondensedRegular,NotoSansSCMedium,KosugiRegular,NanumGothicRegular,PridiRegularGarmin,SakkalMajallaBold,SakkalMajallaRoman,Swiss721Bold,Swiss721Regular
descentmk1:ww=
descentmk1:apac_chn=
descentmk1:apac_twn=
descentmk1:apac_jpn=
descentmk1:apac_kor=
descentmk1:apac_vie=
descentmk1:apac_tha=
descentmk2:ww=
descentmk2:apac_chn=
descentmk2:apac_twn=
descentmk2:apac_jpn=
descentmk2:apac_kor=
descentmk2:apac_tha=
descentmk2:apac_vie=
descentmk2s:ww=
descentmk2s:apac_chn=
descentmk2s:apac_twn=
descentmk2s:apac_jpn=
descentmk2s:apac_kor=
descentmk2s:apac_tha=
descentmk2s:apac_vie=
descentmk343mm:ww=BionicBold,RobotoCondensedBold,RobotoCondensedRegular,NotoSansSCMedium,KosugiRegular,NanumGothicRegular,PridiRegularGarmin,SakkalMajallaBold,SakkalMajallaRoman,Swiss721Bold,Swiss721Regular
descentmk343mm:apac_twcn=BionicBold,RobotoCondensedBold,RobotoCondensedRegular,NotoSansSCMedium,KosugiRegular,NanumGothicRegular,PridiRegularGarmin,SakkalMajallaBold,SakkalMajallaRoman,Swiss721Bold,Swiss721Regular
descentmk343mm:apac_jpn=BionicBold,RobotoCondensedBold,RobotoCondensedRegular,NotoSansSCMedium,KosugiRegular,NanumGothicRegular,PridiRegularGarmin,SakkalMajallaBold,SakkalMajallaRoman,Swiss721Bold,Swiss721Regular
descentmk343mm:apac_kor=BionicBold,RobotoCondensedBold,RobotoCondensedRegular,NotoSansSCMedium,KosugiRegular,NanumGothicRegular,PridiRegularGarmin,SakkalMajallaBold,SakkalMajallaRoman,Swiss721Bold,Swiss721Regular
descentmk343mm:apac_tha=BionicBold,RobotoCondensedBold,RobotoCondensedRegular,NotoSansSCMedium,KosugiRegular,NanumGothicRegular,PridiRegularGarmin,SakkalMajallaBold,SakkalMajallaRoman,Swiss721Bold,Swiss721Regular
descentmk351mm:ww=BionicBold,RobotoCondensedBold,RobotoCondensedRegular,NotoSansSCMedium,KosugiRegular,NanumGothicRegular,PridiRegularGarmin,SakkalMajallaBold,SakkalMajallaRoman,Swiss721Bold,Swiss721Regular
descentmk351mm:apac_twcn=BionicBold,RobotoCondensedBold,RobotoCondensedRegular,NotoSansSCMedium,KosugiRegular,NanumGothicRegular,PridiRegularGarmin,SakkalMajallaBold,SakkalMajallaRoman,Swiss721Bold,Swiss721Regular
descentmk351mm:apac_jpn=BionicBold,RobotoCondensedBold,RobotoCondensedRegular,NotoSansSCMedium,KosugiRegular,NanumGothicRegular,PridiRegularGarmin,SakkalMajallaBold,SakkalMajallaRoman,Swiss721Bold,Swiss721Regular
descentmk351mm:apac_kor=BionicBold,RobotoCondensedBold,RobotoCondensedRegular,NotoSansSCMedium,KosugiRegular,NanumGothicRegular,PridiRegularGarmin,SakkalMajallaBold,SakkalMajallaRoman,Swiss721Bold,Swiss721Regular
descentmk351mm:apac_tha=BionicBold,RobotoCondensedBold,RobotoCondensedRegular,NotoSansSCMedium,KosugiRegular,NanumGothicRegular,PridiRegularGarmin,SakkalMajallaBold,SakkalMajallaRoman,Swiss721Bold,Swiss721Regular
edge1030:ww=
edge1030:apac_chn=
edge1030:apac_jpn=
edge1030:apac_kor=
edge1030:apac_tha=
edge1030bontrager:ww=
edge1030plus:ww=
edge1030plus:apac_chn=
edge1030plus:apac_jpn=
edge1030plus:apac_kor=
edge1030plus:apac_tha=
edge1040:ww=
edge1040:apac_chn=
edge1040:apac_twn=
edge1040:apac_jpn=
edge1040:apac_kor=
edge1040:apac_tha=
edge1050:ww=
edge1050:apac_zh=
edge1050:apac_jpn=
edge1050:apac_kor=
edge1050:apac_tha=
edge130:ww=
edge130:apac_chn=
edge130:apac_twn=
edge130:apac_jpn=
edge130:apac_kor=
edge130:apac_tha=
edge130:apac_vie=
edge130plus:ww=
edge130plus:apac_chn=
edge130plus:apac_twn=
edge130plus:apac_jpn=
edge130plus:apac_kor=
edge130plus:apac_tha=
edge130plus:apac_vie=
edge520plus:ww=
edge520plus:apac_chn=
edge520plus:apac_jpn=
edge520plus:apac_kor=
edge520plus:apac_vie=
edge520plus:apac_tha=
edge530:ww=
edge530:apac_chn=
edge530:apac_jpn=
edge530:apac_kor=
edge530:apac_tha=
edge540:ww=
edge540:apac_chn=
edge540:apac_twn=
edge540:apac_jpn=
edge540:apac_kor=
edge540:apac_tha=
edge550:ww=
edge550:apac_zh=
edge550:apac_jpn=
edge550:apac_kor=
edge550:apac_tha=
edge820:ww=
edge820:apac_chn=
edge820:apac_jpn=
edge820:apac_kor=
edge820:apac_tha=
edge830:ww=
edge830:apac_chn=
edge830:apac_jpn=
edge830:apac_kor=
edge830:apac_tha=
edge840:ww=
edge840:apac_chn=
edge840:apac_twn=
edge840:apac_jpn=
edge840:apac_kor=
edge840:apac_tha=
edge850:ww=
edge850:apac_zh=
edge850:apac_jpn=
edge850:apac_kor=
edge850:apac_tha=
edge_1000:ww=
edge_1000:apac_chn=
edge_1000:apac_jpn=
edge_1000:apac_kor=
edge_1000:apac_tha=
edge_520:ww=
edge_520:apac_chn=
edge_520:apac_jpn=
edge_520:apac_kor=
edge_520:apac_tha=
edgeexplore:ww=
edgeexplore2:ww=
edgeexplore2:apac_chn=
edgeexplore2:apac_twn=
edgeexplore2:apac_jpn=
edgeexplore2:apac_kor=
edgeexplore2:apac_tha=
edgemtb:ww=
enduro:ww=
enduro:apac_chn=
enduro:apac_twn=
enduro:apac_jpn=
enduro:apac_kor=
enduro:apac_tha=
enduro:apac_vie=
enduro3:ww=BionicSemiBold,NotoNaskhArabicBold,NotoNaskhArabicRegular,RobotoCondensedBold,NotoSansSCMedium,NotoSansHebrewBold,NotoSansHebrewRegular,NotoSansArmenianRegular,NotoSansArmenianBold,RobotoCondensedRegularItalic,KosugiRegular,NanumGothicExtraBold,RobotoCondensedRegular,PridiSemiBoldGarmin
enduro3:apac_twcn=BionicSemiBold,NotoNaskhArabicBold,NotoNaskhArabicRegular,RobotoCondensedBold,NotoSansSCMedium,NotoSansHebrewBold,NotoSansHebrewRegular,NotoSansArmenianRegular,NotoSansArmenianBold,RobotoCondensedRegularItalic,KosugiRegular,NanumGothicExtraBold,RobotoCondensedRegular,PridiSemiBoldGarmin
enduro3:apac_jpn=BionicSemiBold,NotoNaskhArabicBold,NotoNaskhArabicRegular,RobotoCondensedBold,NotoSansSCMedium,NotoSansHebrewBold,NotoSansHebrewRegular,NotoSansArmenianRegular,NotoSansArmenianBold,RobotoCondensedRegularItalic,KosugiRegular,NanumGothicExtraBold,RobotoCondensedRegular,PridiSemiBoldGarmin
enduro3:apac_kor=BionicSemiBold,NotoNaskhArabicBold,NotoNaskhArabicRegular,RobotoCondensedBold,NotoSansSCMedium,NotoSansHebrewBold,NotoSansHebrewRegular,NotoSansArmenianRegular,NotoSansArmenianBold,RobotoCondensedRegularItalic,KosugiRegular,NanumGothicExtraBold,RobotoCondensedRegular,PridiSemiBoldGarmin
enduro3:apac_tha=BionicSemiBold,NotoNaskhArabicBold,NotoNaskhArabicRegular,RobotoCondensedBold,NotoSansSCMedium,NotoSansHebrewBold,NotoSansHebrewRegular,NotoSansArmenianRegular,NotoSansArmenianBold,RobotoCondensedRegularItalic,KosugiRegular,NanumGothicExtraBold,RobotoCondensedRegular,PridiSemiBoldGarmin
enduro3:apac_vie=BionicSemiBold,NotoNaskhArabicBold,NotoNaskhArabicRegular,RobotoCondensedBold,NotoSansSCMedium,NotoSansHebrewBold,NotoSansHebrewRegular,NotoSansArmenianRegular,NotoSansArmenianBold,RobotoCondensedRegularItalic,KosugiRegular,NanumGothicExtraBold,RobotoCondensedRegular,PridiSemiBoldGarmin
epix:ww=
epix:apac_jpn=
epix2:ww=BionicBold,RobotoCondensedBold,RobotoCondensedRegular,NotoSansSCMedium,KosugiRegular,NanumGothicRegular,PridiRegularGarmin,SakkalMajallaBold,SakkalMajallaRoman,Swiss721Bold,Swiss721Regular
epix2:apac_chn=BionicBold,RobotoCondensedBold,RobotoCondensedRegular,NotoSansSCMedium,KosugiRegular,NanumGothicRegular,PridiRegularGarmin,SakkalMajallaBold,SakkalMajallaRoman,Swiss721Bold,Swiss721Regular
epix2:apac_twn=BionicBold,RobotoCondensedBold,RobotoCondensedRegular,NotoSansSCMedium,KosugiRegular,NanumGothicRegular,PridiRegularGarmin,SakkalMajallaBold,SakkalMajallaRoman,Swiss721Bold,Swiss721Regular
epix2:apac_jpn=BionicBold,RobotoCondensedBold,RobotoCondensedRegular,NotoSansSCMedium,KosugiRegular,NanumGothicRegular,PridiRegularGarmin,SakkalMajallaBold,SakkalMajallaRoman,Swiss721Bold,Swiss721Regular
epix2:apac_kor=BionicBold,RobotoCondensedBold,RobotoCondensedRegular,NotoSansSCMedium,KosugiRegular,NanumGothicRegular,PridiRegularGarmin,SakkalMajallaBold,SakkalMajallaRoman,Swiss721Bold,Swiss721Regular
epix2:apac_tha=BionicBold,RobotoCondensedBold,RobotoCondensedRegular,NotoSansSCMedium,KosugiRegular,NanumGothicRegular,PridiRegularGarmin,SakkalMajallaBold,SakkalMajallaRoman,Swiss721Bold,Swiss721Regular
epix2:apac_vie=BionicBold,RobotoCondensedBold,RobotoCondensedRegular,NotoSansSCMedium,KosugiRegular,NanumGothicRegular,PridiRegularGarmin,SakkalMajallaBold,SakkalMajallaRoman,Swiss721Bold,Swiss721Regular
epix2pro42mm:ww=BionicBold,RobotoCondensedBold,RobotoCondensedRegular,NotoSansSCMedium,KosugiRegular,NanumGothicRegular,PridiRegularGarmin,SakkalMajallaBold,SakkalMajallaRoman,Swiss721Bold,Swiss721Regular
epix2pro42mm:apac_twcn=BionicBold,RobotoCondensedBold,RobotoCondensedRegular,NotoSansSCMedium,KosugiRegular,NanumGothicRegular,PridiRegularGarmin,SakkalMajallaBold,SakkalMajallaRoman,Swiss721Bold,Swiss721Regular
epix2pro42mm:apac_jpn=BionicBold,RobotoCondensedBold,RobotoCondensedRegular,NotoSansSCMedium,KosugiRegular,NanumGothicRegular,PridiRegularGarmin,SakkalMajallaBold,SakkalMajallaRoman,Swiss721Bold,Swiss721Regular
epix2pro42mm:apac_kor=BionicBold,RobotoCondensedBold,RobotoCondensedRegular,NotoSansSCMedium,KosugiRegular,NanumGothicRegular,PridiRegularGarmin,SakkalMajallaBold,SakkalMajallaRoman,Swiss721Bold,Swiss721Regular
epix2pro42mm:apac_tha=BionicBold,RobotoCondensedBold,RobotoCondensedRegular,NotoSansSCMedium,KosugiRegular,NanumGothicRegular,PridiRegularGarmin,SakkalMajallaBold,SakkalMajallaRoman,Swiss721Bold,Swiss721Regular
epix2pro47mm:ww=BionicBold,RobotoCondensedBold,RobotoCondensedRegular,NotoSansSCMedium,KosugiRegular,NanumGothicRegular,PridiRegularGarmin,SakkalMajallaBold,SakkalMajallaRoman,Swiss721Bold,Swiss721Regular
epix2pro47mm:apac_chn=BionicBold,RobotoCondensedBold,RobotoCondensedRegular,NotoSansSCMedium,KosugiRegular,NanumGothicRegular,PridiRegularGarmin,SakkalMajallaBold,SakkalMajallaRoman,Swiss721Bold,Swiss721Regular
epix2pro47mm:apac_twn=BionicBold,RobotoCondensedBold,RobotoCondensedRegular,NotoSansSCMedium,KosugiRegular,NanumGothicRegular,PridiRegularGarmin,SakkalMajallaBold,SakkalMajallaRoman,Swiss721Bold,Swiss721Regular
epix2pro47mm:apac_jpn=BionicBold,RobotoCondensedBold,RobotoCondensedRegular,NotoSansSCMedium,KosugiRegular,NanumGothicRegular,PridiRegularGarmin,SakkalMajallaBold,SakkalMajallaRoman,Swiss721Bold,Swiss721Regular
epix2pro47mm:apac_kor=BionicBold,RobotoCondensedBold,RobotoCondensedRegular,NotoSansSCMedium,KosugiRegular,NanumGothicRegular,PridiRegularGarmin,SakkalMajallaBold,SakkalMajallaRoman,Swiss721Bold,Swiss721Regular
epix2pro47mm:apac_tha=BionicBold,RobotoCondensedBold,RobotoCondensedRegular,NotoSansSCMedium,KosugiRegular,NanumGothicRegular,PridiRegularGarmin,SakkalMajallaBold,SakkalMajallaRoman,Swiss721Bold,Swiss721Regular
epix2pro47mm:apac_vie=BionicBold,RobotoCondensedBold,RobotoCondensedRegular,NotoSansSCMedium,KosugiRegular,NanumGothicRegular,PridiRegularGarmin,SakkalMajallaBold,SakkalMajallaRoman,Swiss721Bold,Swiss721Regular
epix2pro51mm:ww=BionicBold,RobotoCondensedBold,RobotoCondensedRegular,NotoSansSCMedium,KosugiRegular,NanumGothicRegular,PridiRegularGarmin,SakkalMajallaBold,SakkalMajallaRoman,Swiss721Bold,Swiss721Regular
epix2pro51mm:apac_twcn=BionicBold,RobotoCondensedBold,RobotoCondensedRegular,NotoSansSCMedium,KosugiRegular,NanumGothicRegular,PridiRegularGarmin,SakkalMajallaBold,SakkalMajallaRoman,Swiss721Bold,Swiss721Regular
epix2pro51mm:apac_jpn=BionicBold,RobotoCondensedBold,RobotoCondensedRegular,NotoSansSCMedium,KosugiRegular,NanumGothicRegular,PridiRegularGarmin,SakkalMajallaBold,SakkalMajallaRoman,Swiss721Bold,Swiss721Regular
epix2pro51mm:apac_kor=BionicBold,RobotoCondensedBold,RobotoCondensedRegular,NotoSansSCMedium,KosugiRegular,NanumGothicRegular,PridiRegularGarmin,SakkalMajallaBold,SakkalMajallaRoman,Swiss721Bold,Swiss721Regular
epix2pro51mm:apac_tha=BionicBold,RobotoCondensedBold,RobotoCondensedRegular,NotoSansSCMedium,KosugiRegular,NanumGothicRegular,PridiRegularGarmin,SakkalMajallaBold,SakkalMajallaRoman,Swiss721Bold,Swiss721Regular
etrextouch:ww=RobotoCondensed-Bold,DejaVuGarmin_Rec_with_bionic_numbers
fenix3:ww=
fenix3:apac_chn=
fenix3:apac_twn=
fenix3:apac_jpn=
fenix3:apac_kor=
fenix3:apac_tha=
fenix3_hr:ww=
fenix3_hr:apac_chn=
fenix3_hr:apac_twn=
fenix3_hr:apac_jpn=
fenix3_hr:apac_kor=
fenix3_hr:apac_tha=
fenix5:ww=
fenix5:apac_chn=
fenix5:apac_twn=
fenix5:apac_jpn=
fenix5:apac_kor=
fenix5:apac_tha=
fenix5plus:ww=
fenix5plus:apac_chn=
fenix5plus:apac_twn=
fenix5plus:apac_jpn=
fenix5plus:apac_kor=
fenix5plus:apac_tha=
fenix5plus:apac_vie=
fenix5s:ww=
fenix5s:apac_chn=
fenix5s:apac_twn=
fenix5s:apac_jpn=
fenix5s:apac_kor=
fenix5s:apac_tha=
fenix5splus:ww=
fenix5splus:apac_chn=
fenix5splus:apac_twn=
fenix5splus:apac_jpn=
fenix5splus:apac_kor=
fenix5splus:apac_tha=
fenix5splus:apac_vie=
fenix5x:ww=
fenix5x:apac_chn=
fenix5x:apac_twn=
fenix5x:apac_jpn=
fenix5x:apac_kor=
fenix5x:apac_tha=
fenix5xplus:ww=
fenix5xplus:apac_chn=
fenix5xplus:apac_twn=
fenix5xplus:apac_jpn=
fenix5xplus:apac_kor=
fenix5xplus:apac_tha=
fenix5xplus:apac_vie=
fenix6:ww=
fenix6:apac_chn=
fenix6:apac_twn=
fenix6:apac_jpn=
fenix6:apac_kor=
fenix6:apac_tha=
fenix6:apac_vie=
fenix6pro:ww=
fenix6pro:apac_chn=
fenix6pro:apac_twn=
fenix6pro:apac_jpn=
fenix6pro:apac_kor=
fenix6pro:apac_tha=
fenix6pro:apac_vie=
fenix6s:ww=
fenix6s:apac_chn=
fenix6s:apac_twn=
fenix6s:apac_jpn=
fenix6s:apac_kor=
fenix6s:apac_tha=
fenix6s:apac_vie=
fenix6spro:ww=
fenix6spro:apac_chn=
fenix6spro:apac_twn=
fenix6spro:apac_jpn=
fenix6spro:apac_kor=
fenix6spro:apac_tha=
fenix6spro:apac_vie=
fenix6xpro:ww=
fenix6xpro:apac_chn=
fenix6xpro:apac_twn=
fenix6xpro:apac_jpn=
fenix6xpro:apac_kor=
fenix6xpro:apac_tha=
fenix6xpro:apac_vie=
fenix7:ww=BionicBold,RobotoCondensedBold,RobotoCondensedRegular,NotoSansSCMedium,KosugiRegular,NanumGothicRegular,PridiRegularGarmin,SakkalMajallaBold,SakkalMajallaRoman,Swiss721Bold,Swiss721Regular
fenix7:apac_chn=BionicBold,RobotoCondensedBold,RobotoCondensedRegular,NotoSansSCMedium,KosugiRegular,NanumGothicRegular,PridiRegularGarmin,SakkalMajallaBold,SakkalMajallaRoman,Swiss721Bold,Swiss721Regular
fenix7:apac_twn=BionicBold,RobotoCondensedBold,RobotoCondensedRegular,NotoSansSCMedium,KosugiRegular,NanumGothicRegular,PridiRegularGarmin,SakkalMajallaBold,SakkalMajallaRoman,Swiss721Bold,Swiss721Regular
fenix7:apac_jpn=BionicBold,RobotoCondensedBold,RobotoCondensedRegular,NotoSansSCMedium,KosugiRegular,NanumGothicRegular,PridiRegularGarmin,SakkalMajallaBold,SakkalMajallaRoman,Swiss721Bold,Swiss721Regular
fenix7:apac_kor=BionicBold,RobotoCondensedBold,RobotoCondensedRegular,NotoSansSCMedium,KosugiRegular,NanumGothicRegular,PridiRegularGarmin,SakkalMajallaBold,SakkalMajallaRoman,Swiss721Bold,Swiss721Regular
fenix7:apac_tha=BionicBold,RobotoCondensedBold,RobotoCondensedRegular,NotoSansSCMedium,KosugiRegular,NanumGothicRegular,PridiRegularGarmin,SakkalMajallaBold,SakkalMajallaRoman,Swiss721Bold,Swiss721Regular
fenix7pro:ww=BionicBold,RobotoCondensedBold,RobotoCondensedRegular,NotoSansSCMedium,KosugiRegular,NanumGothicRegular,PridiRegularGarmin,SakkalMajallaBold,SakkalMajallaRoman,Swiss721Bold,Swiss721Regular
fenix7pro:apac_chn=BionicBold,RobotoCondensedBold,RobotoCondensedRegular,NotoSansSCMedium,KosugiRegular,NanumGothicRegular,PridiRegularGarmin,SakkalMajallaBold,SakkalMajallaRoman,Swiss721Bold,Swiss721Regular
fenix7pro:apac_twn=BionicBold,RobotoCondensedBold,RobotoCondensedRegular,NotoSansSCMedium,KosugiRegular,NanumGothicRegular,PridiRegularGarmin,SakkalMajallaBold,SakkalMajallaRoman,Swiss721Bold,Swiss721Regular
fenix7pro:apac_jpn=BionicBold,RobotoCondensedBold,RobotoCondensedRegular,NotoSansSCMedium,KosugiRegular,NanumGothicRegular,PridiRegularGarmin,SakkalMajallaBold,SakkalMajallaRoman,Swiss721Bold,Swiss721Regular
fenix7pro:apac_kor=BionicBold,RobotoCondensedBold,RobotoCondensedRegular,NotoSansSCMedium,KosugiRegular,NanumGothicRegular,PridiRegularGarmin,SakkalMajallaBold,SakkalMajallaRoman,Swiss721Bold,Swiss721Regular
fenix7pro:apac_tha=BionicBold,RobotoCondensedBold,RobotoCondensedRegular,NotoSansSCMedium,KosugiRegular,NanumGothicRegular,PridiRegularGarmin,SakkalMajallaBold,SakkalMajallaRoman,Swiss721Bold,Swiss721Regular
fenix7pronowifi:ww=BionicBold,RobotoCondensedBold,RobotoCondensedRegular,NotoSansSCMedium,KosugiRegular,NanumGothicRegular,PridiRegularGarmin,SakkalMajallaBold,SakkalMajallaRoman,Swiss721Bold,Swiss721Regular
